name,birth_year,death_year,gender,nationality,placeofbirth,placeofdeath
Louis Sparre,1863,1964,M,SE,Gravellona,Stockholm
Oscar Stenvall,1856,1916,M,SE,Gothenburg,Gothenburg
August Strindberg,1849,1912,M,SE,Stockholm,Stockholm
Julia Charlotta Mortana Strömberg,1851,1920,F,SE,Lund,Jakobs församling
Robert Thegerström,1857,1919,M,SE,London,Stockholm
Hildegard Katerina Thorell,1850,1930,F,SE,Nykroppa,Stockholm
Anders Trulson,1874,1911,M,SE,Tomelilla,Civita d'Ántino
Alf Wallander,1862,1914,M,SE,Stockholm,Stockholm
Fredrik Wohlfart,1837,1909,M,SE,Gothenburg,Gothenburg
Elis Aslund,1872,1956,M,SE,"Tuna socken, Medelpad",Djursholm
Elisabeth de Groux,1894,1949,F,FR,Boulogne-sur-Mer,Aix-en-Provence
Leo Spanoghe,1874,1955,M,BE,Dendermonde,Ghent
Gotthold Krippendorf,1886,1914,M,DE,Neustadt an der Orla,Łódź
Edmund Schaefer,1880,1959,M,DE,Bremen,Unterwössen
Suse Schmidt-Eschke,1872,1941,F,DE,Halle,Halle
Eduard Euler,1867,1931,M,DE,Dusseldorf,Königswinter
Ludwig Gerhard Kieseritzky,1869,1922,M,LV,Riga,Kiel
Minna Lewi,1872,1942,F,DE,Gdańsk,Berlin
Moritz Bernhard Pretzsch,1885,1945,M,DE,Berlin,Neuruppin
Rudolf Rochga,1875,1957,M,DE,Teterow,Murrhardt
Yves Alix,1890,1969,M,FR,Fontainebleau,Paris
André Favory,1888,1937,M,FR,Paris,Paris
Marcel Gromaire,1892,1971,M,FR,Noyelles-sur-Sambre,Paris
Franz Hecht,1877,1964,M,DE,Braunschweig,Munich
Henri Friso ten Holt,1884,1968,M,NL,Utrecht,"Bergen, North Holland"
Samuel Schwarz,1876,1942,M,NL,Zutphen,Auschwitz
Louise Denise Germain,1870,1936,F,FR,Uzerche,Paris
Nathan Imenitoff,1884,1965,M,RU,Daugavpils,Boulogne-Billancourt
Henri Simmen,1879,1969,M,FR,"Montdidier, Somme",Nice
Séraphin Soudbinine,1867,1944,M,RU,Nizhniy Novgorod,Paris
Max Sprinkmann,1876,1944,M,DE,Munich,Bad Freienwalde
Paul-Émile Colin,1867,1949,M,FR,Lunéville,Bourg-la-Reine
Dirk Hidde Nijland,1881,1955,M,NL,Dordrecht,Santpoort
Anne Louise Falkner,1862,1933,F,GB,Dorchester,Paris
Stanley Cursiter,1887,1976,M,GB,Kirkwall,Stromness
Albert Lipczinski,1876,1974,M,PL,Lębork,Sopot
Wilfred Walter,1882,1958,M,GB,Ripon,Ashtead
Henri Gaudier-Brzeska,1891,1915,M,FR,Saint-Jean-de-Braye,Neuville-Saint-Vaast
Hermann Angermeyer,1876,1955,M,DE,Bremen,Fischerhude
Claus Bergen,1885,1964,M,DE,Stuttgart,Lenggries
Alfred von Brühl,1862,1922,M,DE,"Brody, Żary County",Pszenno
Wilhelm Christens,1878,1964,M,DE,Dusseldorf,Dusseldorf
Wilhelm Doms,1868,1957,M,DE,Ratibor,Berlin
Carl Faust,1874,1935,M,DE,Reyershausen,Dusseldorf
Theodor Funck,1867,1919,M,DE,Elberfeld,Dusseldorf
Cäcilie Graf-Pfaff,1862,1939,F,DE,Erlangen,Nuremberg
Peter Greeff,1865,1939,M,DE,Wülfrath,Dusseldorf
Carl Haver,1859,1920,M,DE,Schwerte,Dusseldorf
Walter Heimig,1881,1955,M,DE,Wesel,Bad Ems
Arthur Heumann,1883,1966,M,DE,Königsee,Munich
Ludwig Heinrich Heyne,1878,1914,M,DE,Dusseldorf,Douvrin
August Kaul,1873,1949,M,DE,Hamburg,Dusseldorf
Otto Karl Kirberg,1850,1926,M,DE,Wuppertal,Dusseldorf
Heinrich Justus Koenig,1862,1936,M,DE,Elberfeld,Dusseldorf
"Joseph, the younger Kohlschein",1884,1958,M,DE,Dusseldorf,Neuss
Medardus Kruchen,1877,1957,M,DE,Dusseldorf,Dusseldorf
Gustav Marx,1855,1928,M,DE,Hamburg,Dusseldorf
Charles-Louis-Eugène Assézat de Bouteyre,1864,1942,M,FR,Clermont-Ferrand,Le Puy
Henri Beau,1863,1949,M,CA,Montreal,Paris
Albert Julien Paul Bergevin,1887,1974,M,FR,Avranches,Avranches
Sophie Blum-Lazarus,1867,1944,F,DE,Stuttgart,Auschwitz
Georges-Léon Bruyer,1883,1962,M,FR,Paris,Paris
Madeleine Bunoust,1885,1974,F,FR,Paris,Villiers-le-Bel
Nino Busetto,1877,1940,M,IT,Venice,Vicenza
Gustave Cariot,1872,1950,M,FR,Paris,Paris
Emile Contrault,1878,1945,M,FR,Paris,Oucques
Guillaume Dulac,1868,1922,M,FR,Fumel,Paris
Teofil Borisovič Fraerman,1883,1957,M,RU,Berdichev,Odessa
Viktor Frisch,1876,1939,M,AT,Vienna,New York
Bernhard Bock,1872,1946,M,DE,Weimar,Weimar
Oscar Bögel,1871,1964,M,DE,Hamburg,Hamburg
Clara Hensel,1868,1942,F,DE,Birnbaum,Berlin
Ludwig Hoffmann,1852,1932,M,DE,Darmstadt,Berlin
Julio González,1876,1942,M,ES,Barcelona,Arcueil
Leo Rauth,1884,1913,M,DE,Leipzig,Welschnofen
Paul Storm,1880,1951,M,DE,Hamburg,Hamburg
Edward Jean Steichen,1879,1973,M,US,Bivange,West Redding
Daniel Vázquez Díaz,1882,1969,M,ES,Nerva,Madrid
Amedeo Modigliani,1884,1920,M,IT,Livorno,Paris
John Duncan,1866,1945,M,GB,Dundee,Edinburgh
Julian G. Lousada,1874,1945,M,GB,London,London
Karl Emil Mücke,1847,1923,M,DE,Dusseldorf,Dusseldorf
Julius Müller-Massdorf,1863,1933,M,DE,Dusseldorf,Dusseldorf
Hugo Oehmichen,1843,1932,M,DE,Borsdorf,Dusseldorf
Gustav Opfer,1876,1957,M,DE,Dusseldorf,Dusseldorf
Hermann Emil Pohle,1863,1914,M,DE,Dusseldorf,Dusseldorf
Albert Reibmayr,1881,1941,M,AT,Linz,Cleve
Wilhelm Ritterbach,1878,1940,M,DE,Arnsberg,Dusseldorf
Adolf Schill,1848,1911,M,DE,Stuttgart,Dusseldorf
August Schlüter,1858,1928,M,DE,Münster,Dusseldorf
Carl Schmitz-Pleis,1877,1943,M,DE,Hennef (Sieg),Dusseldorf
Carl Maria Seyppel,1847,1913,M,DE,Dusseldorf,Dusseldorf
Arthur Wansleben,1861,1917,M,DE,Krefeld,Dusseldorf
Max Westfeld,1882,1971,M,DE,Herford,"Nashville, Tennessee"
Richard Erwin Bauer,1875,1935,M,DE,Dusseldorf,Dusseldorf
Wilhelm Brurein,1873,1932,M,DE,Mannheim,Hamburg
Richard Dörschel,1864,1955,M,DE,Mittweida,Dusseldorf
Hermann vom Endt,1861,1939,M,DE,Dusseldorf,Dusseldorf
Walter Furthmann,1873,1945,M,DE,Hilden,Dusseldorf
Kurt Gabriel,1873,1935,M,DE,Leipzig,Dusseldorf
Hermann Goerke,1860,1943,M,DE,Elbing,Dusseldorf
Gustav Halmhuber,1862,1936,M,DE,Stuttgart,Stuttgart
Emil Högg,1867,1954,M,DE,Heilbronn,Radebeul
Paul Knobbe,1867,1956,M,DE,Ayssehnen,Essen
Isidor van Biema,1866,1930,M,NL,Amsterdam,Brussels
Willem van (sr.) Dordt,1875,1949,M,NL,Bergen-op-Zoom,Bergen-op-Zoom
Phocas Fokkens,1888,1965,M,NL,Amsterdam,Blaricum
Corry Gallas,1885,1967,F,NL,Brielle,"Hague, The"
Nelly Goedewaagen,1880,1953,F,NL,Gouda,Amersfoort
Sara van Heukelom,1885,1963,F,NL,Amersfoort,Amersfoort
Gerrit van der Hoef,1879,1954,M,NL,Amsterdam,"Hague, The"
Johan van der (jr.) Linde,1887,1956,M,NL,Amsterdam,Amsterdam
Tjipke Visser,1876,1955,M,NL,Workum,"Bergen, North Holland"
Jan van Wijk,1890,1923,M,NL,Amsterdam,Davos
Caroline Van Hook Bean,1879,1980,F,US,District of Columbia,District of Columbia
Willem Kooiman,1892,1992,M,NL,Bovenkarspel,Heemstede
Charles Beck,1879,1971,M,NL,Dordrecht,Rotterdam
Abraham Wolff,1879,1935,M,NL,Amsterdam,Amsterdam
Cor de Gavere,1877,1955,F,NL,Jakarta,"Hague, The"
Jacoba de Graaff,1857,1940,F,NL,Rotterdam,Naaldwijk
Frauke van der Hoef-van Rossem,1861,1949,F,NL,Rotterdam,"Hague, The"
Cornelis Teunis Huussen,1885,1980,M,NL,Amstelveen,Amsterdam
Albert Arens,1881,1951,M,NL,Grave,Grave
Maria Ida Adriana Hoogendijk,1874,1942,F,NL,Krimpen aan den IJssel,Amsterdam
Ludwig Lony,1880,1947,M,DE,Giessen,Trier
Otto Lüer,1865,1947,M,DE,Hanover,Bad Pyrmont
Carl Moritz,1863,1944,M,DE,Berlin,Berg am See
Hermann Pflaume,1869,1921,M,DE,Aschersleben,Cologne
Heinrich Salzmann,1864,1941,M,DE,Eisenach,Dusseldorf
Emil Schreiterer,1852,1923,M,DE,Reichenbach im Vogtland,Cologne
Wilhelm Verheyen,1878,1915,M,DE,Essen,Verdun-sur-Meuse
Eduard Lyonel Wehner,1879,1952,M,DE,Rüdesheim am Rhein,Dusseldorf
Max Wöhler,1860,1922,M,DE,Frankfurt an der Oder,Dusseldorf
Fernand Allard-L'Olivier,1883,1933,M,BE,Tournai,"Yanonge, Congo"
Henriette Amiard Oberteuffer,1878,1962,F,FR,Le Havre,"Lexington, Massachusetts"
Louis Valdo-Barbey,1883,1965,M,FR,Valeyres-sous-Rances,Paris
Louis Séphirin Benoit-Barnet,1874,1939,M,FR,"Saint-Claude, Jura",Paris
Murray Percival Bewley,1884,1964,M,US,Fort Worth,Lyon
Gustave Bohm,1885,1974,M,CZ,Jindřichův Hradec,Agen
Bernhard Borchert,1863,1945,M,LV,Riga,Berlin
Margarethe Borchert Schweinfurth,1878,1964,F,LV,Riga,Berlin
Marius Borgeaud,1861,1924,M,CH,Lausanne,Paris
Yvonne Brudo,1884,1975,F,FR,Paris,Paris
Everett Lloyd Bryant,1864,1945,M,US,"Galion, Ohio",Los Angeles
Lytton Buehler,1888,1935,M,US,Gettysburg,Los Angeles
Alejandro Christophersen,1866,1945,M,AR,Cádiz,Buenos Aires
Marcel Emile Charles Couchaux,1877,1939,M,FR,Rouen,Rouen
Hubert Damelincourt,1884,1917,M,FR,Tarbes,"Pau, Pyrénées-Atlantiques"
Marcel Delamarre de Monchaux,1876,1953,M,FR,Paris,Boulogne-Billancourt
Pierre André Favre,1881,1978,M,FR,Villereversure,Santeny
Ida Follot,1879,1966,F,FR,Elberfeld,Le Touquet-Paris-Plage
Gilbert Galland,1870,1956,M,FR,Lyon,Algiers
Leonardo Bistolfi,1859,1933,M,IT,Casale Monferrato,Turin
Giorgio Kienerk,1869,1948,M,IT,Florence,Fauglia
Fernando Alvarez de Sotomayor,1875,1960,M,ES,El Ferrol,Madrid
Ramón Casas,1866,1932,M,ES,Barcelona,Barcelona
Pìo Collivadino,1869,1945,M,AR,Buenos Aires,Buenos Aires
Luis Jiménez Aranda,1845,1928,M,ES,Seville,Pontoise
Manuel Losada,1865,1949,M,ES,Bilbao,Bilbao
Enrique Paternina García-Cid,1866,1917,M,ES,"Haro, La Rioja","Haro, La Rioja"
Luigi Bolongaro,1874,1914,M,IT,Stresa,Pozzuoli
Emmi Dresler,1880,1962,F,DE,Siegen,Siegen
Bruno Steinberg,1881,1954,M,DE,Elberfeld,San Domenico di Fièsole
Vittorio Bressanin,1860,1941,M,IT,Venezia,Venice
Francesco Danieli,1853,1922,M,IT,Strigno,Rive d'Arcano
Giuseppe Menato,1876,1962,M,IT,Bovolone,Verona
Philippine Anne Madeleine Quarles van Ufford,1862,1939,F,NL,Indonesia,"Hague, The"
Luigi Cima,1860,1938,M,IT,Belluno,Belluno
Luigi Bompard,1879,1953,M,IT,Bologna,Rome
Giuseppe Cherubini,1867,1960,M,IT,Ancona,Venice
Alberto Pisa,1864,1931,M,IT,Ferrara,Florence
Alfredo Savini,1868,1924,M,IT,Bologna,Verona
Coriolano Vighi,1846,1905,M,IT,Florence,Bologna
Giovanni Buffa,1871,1954,M,IT,Casale Monferrato,Milan
Vindizio Nodari Pesenti,1879,1961,M,IT,Medole,Mantua
Giovanni Sottocornola,1855,1917,M,IT,Milan,Milan
Giovanni Beltrami,1860,1926,M,IT,Milan,Milan
Fabio Casanuova,1877,1946,M,IT,Dolo,Florence
Odoardo Gelli,1852,1933,M,IT,Savona,Florence
Oscar Ghiglia,1876,1945,M,IT,Livorno,Florence
Carlo Passigli,1881,1953,M,IT,Florence,Florence
Giuseppe Enea,1853,1907,M,IT,Palermo,Palermo
Rocco Lentini,1858,1943,M,IT,Palermo,Venice
Giulio Bargellini,1875,1936,M,IT,Florence,Rome
Jean Dufy,1888,1964,M,FR,Le Havre,Boussay
Maurice Louvrier,1878,1954,M,FR,Rouen,Rouen
Edoardo Del Neri,1890,1932,M,IT,Gorizia,Rome
Benvenuto M. Disertori,1887,1969,M,IT,Trento,Milan
Matilde Piacentini Festa,1890,1957,F,IT,Rome,Rome
Bruno Burattini,1889,1965,M,IT,Sirolo,Bologna
Giannino Lambertini,1891,1968,M,IT,Cavarzere,Bologna
Carlo Corsi,1878,1966,M,IT,Nice,Bologna
Adolfo Callegari,1882,1948,M,IT,Padua,Padua
Armando Spadini,1883,1925,M,IT,Poggio a Caiano,Rome
Aldo Voltolin,1892,1918,M,IT,Treviso,Milan
Aleardo Terzi,1870,1943,M,IT,Palermo,Castelletto sopra Ticino
Vittorio Zecchin,1878,1947,M,IT,Murano,Murano
Mario Cavaglieri,1887,1969,M,IT,Rovigo,Département du Gers
Amleto Cataldi,1882,1930,M,IT,Naples,Rome
Mario Ceconi Di Montececon,1893,1980,M,IT,Trieste,Milan
Arturo Dazzi,1881,1966,M,IT,Carrara,Pisa
Ermenegildo Luppi,1877,1937,M,IT,Modena,Rome
Attilio Selva,1888,1970,M,IT,Trieste,Rome
Ludovico Lambertini,1876,1959,M,IT,Bologna,Rome
Eleuterio Riccardi,1884,1963,M,IT,Coldragone di Caserta,Rome
Leonetta Cecchi Pieraccini,1882,1977,F,IT,Poggibonsi,Rome
Edgardo Sambo,1882,1966,M,IT,Trieste,Trieste
Emilio Notte,1891,1982,M,IT,Ceglie Messápico,Naples
Pietro D'Achiardi,1879,1940,M,IT,Pisa,Rome
Abram Adolphe Milich,1884,1964,M,PL,Tyszowce,Paris
Oskar Brádza,1887,1977,M,CZ,Rosice,Ličkov
Celestino Celestini,1882,1961,M,IT,Città di Castello,Florence
Tarquinio Bignozzi,1885,1967,M,IT,Rome,Rome
Cesare Fratino,1886,1969,M,IT,Milan,Milan
Vincenzo Costantini,1881,1957,M,IT,Rome,Milan
Garzia Fioresi,1888,1968,M,IT,Vigevano,Bologna
Cipriano Efisio Oppo,1891,1962,M,IT,Rome,Rome
Arturo Checchi,1886,1971,M,IT,Fucecchio,Perugia
Guglielmo Pizzirani,1886,1971,M,IT,Bologna,Bologna
Giorgio De Vincenzi,1884,1965,M,IT,Ferrara,Bologna
Otto Baumberger,1889,1961,M,CH,Zurich,Weiningen
Fillide Giorgi,1883,1966,F,IT,Florence,Florence
Mario Disertori,1895,1980,M,IT,Trento,Piove di Sacco
Deiva DeAngelis,1885,1925,F,IT,Gubbio,Rome
Pasqua Rosa Marcelli,1896,1973,F,IT,Anticoli Corrado,Camaiore
Earl Henry Brewster,1878,1957,M,US,Chagrin Falls,Almora
Vittoria Morelli,1894,1931,F,IT,Florence,Rome
Amerigo Bartoli,1890,1971,M,IT,Terni,Rome
Gino Carlo Sensani,1888,1948,M,IT,San Casciano dei Bagni,Florence
Bartolomeo Sacchi,1892,1978,M,IT,Venice,Bassano del Grappa
Giovanni Malmerendi,1893,1968,M,IT,Faenza,Cesena
Maria Grandinetti Mancuso,1891,1977,F,IT,Soveria Mannelli,Rome
Nino Bertoletti,1889,1971,M,IT,Rome,Rome
Henriette Brossin De Polanska,1878,1954,F,PL,Kharkov,Zurich
Amelia Ambron Almagià,1877,1960,F,IT,Ancona,Rome
Giovanni Pellis,1888,1962,M,IT,Fagagna,Valbruna
Evangelina Gemma Alciati,1883,1959,F,IT,Turin,Turin
Vittoria Cocito,1891,1971,F,IT,Turin,Turin
Tito Cittadini,1886,1960,M,AR,Buenos Aires,Palma de Mallorca
Elisabeth Chaplin,1890,1982,F,FR,Fontainebleau,Fiesole
Adolfo Busi,1891,1977,M,IT,Faenza,Bologna
Virginia Tomescu Scrocco,1886,1950,F,RO,Bucharest,"Tivoli, Lazio"
Edward Okuń,1872,1945,M,PL,Wólka Zerzeńska,Skierniewice
Francesco Camarda,1886,1962,M,IT,Palermo,Palermo
Fausto Vagnetti,1876,1954,M,IT,Anghiari,Rome
John Bauer,1882,1918,M,SE,Jönköping,Vättern
Umberto Vittorini,1890,1979,M,IT,Barga,Milan
Teodoro Wolf-Ferrari,1878,1945,M,IT,Venice,San Zenone degli Ezzelini
Virgilio Guidi,1891,1984,M,IT,Rome,Venice
Aldo Severi,1876,1956,M,IT,Macerata,Rome
Mario Puccini,1869,1920,M,IT,Livorno,Florence
Gaetano Mario Parpagnoli,1869,1924,M,IT,Rome,Montevideo
Alessandro Zenatello,1891,1977,M,IT,Monteforte d'Alpone,"Soave, Veneto"
Mario Bacchelli,1893,1951,M,IT,Bologna,"Memphis, Tennessee"
Francesco Cangiullo,1888,1977,M,IT,Naples,Livorno
Arnaldo Ginna,1890,1982,M,IT,Ravenna,Rome
Fortunato Depero,1892,1960,M,IT,Fondo,Rovereto
Gino Galli,1893,1954,M,IT,Rome,Florence
Italo Orlando Griselli,1880,1958,M,IT,Montescudaio,Florence
Arturo Martini,1889,1947,M,IT,Treviso,Milan
Enrico Prampolini,1894,1956,M,IT,Modena,Rome
Ottone Rosai,1895,1957,M,IT,Florence,Ivrea
Gino Rossi,1884,1947,M,IT,Venice,Treviso
Mario Sironi,1885,1961,M,IT,Sassari,Milan
Giuseppe Sprovieri,1890,1983,M,IT,Montalto Uffugo,Rome
Luigi Zanini,1893,1962,M,IT,Vigo di Fassa,Gargnano
Jules Schmalzigaug,1882,1917,M,BE,Antwerp,"Hague, The"
Raffaele Carbonaro,1871,1914,M,IT,Modica,Modica
Alberto Calza Bini,1881,1957,M,IT,Rome,Rome
Edita Broglio,1886,1977,F,LV,Smiltene,Rome
Eduardo Dalbono,1841,1915,M,IT,Naples,Naples
Giulio Ghelarducci,1883,1970,M,IT,Livorno,Florence
Alfonso Testi,1842,1919,M,IT,Empoli,Empoli
Carlo Potente,1888,1934,M,IT,Vicenza,Rome
Luigi Pizzini,1884,1977,M,IT,Riva del Garda,Riva del Garda
Maria Bødtker,1865,1937,F,NO,Venice,Rome
Francisco Ramírez Montesinos,1889,1935,M,ES,Madrid,Madrid
Nino Springoli,1886,1975,M,IT,Treviso,Treviso
Marco Aurelio Falorsi,1884,1959,M,IT,Florence,Florence
Ingse Gude Caprino,1890,1963,F,NO,Oybin,Snarøya
Armando Cermignani,1888,1957,M,IT,Castellamare Adriatico,Pescara
Bruno Angoletta,1889,1954,M,IT,Belluno,Milan
Giordano Bruno Ferrari,1887,1944,M,IT,Rome,Rome
Nikola Bešević,1892,1970,M,RS,Split,Belgrade
Ise Lebrecht,1881,1945,M,IT,Verona,Verona
Achsah Barlow Brewster,1878,1945,F,US,New Haven,Almora
Leone Caravita,1891,1967,M,IT,Narni,Ferrara
Romano Valori,1886,1918,M,IT,Milan,Vicenza
Ferruccio Manganelli,1883,1968,M,IT,Colle di Val d'Elsa,Colle di Val d'Elsa
Francesco Trombadori,1886,1961,M,IT,Syracuse,Rome
Giulio Cesare Giachetti,1887,1961,M,IT,Florence,Florence
José Villegas Cordero,1844,1921,M,ES,Seville,Madrid
Maximino Peña Muñoz,1863,1940,M,ES,Salduero,Madrid
Alejo Vera Estaca,1834,1923,M,ES,Viñuelas,Madrid
Ricardo de Madrazo y Garreta,1852,1917,M,ES,Madrid,Madrid
Luis Menéndez Pidal,1867,1932,M,ES,Pajares,Madrid
Alejandro Ferrant y Fischermans,1843,1917,M,ES,Madrid,Madrid
Rogelio de Egusquiza Barrena,1845,1915,M,ES,Santander,Madrid
Eugenio Caprini,1875,1932,M,IT,Livorno,Livorno
Guido Ferroni,1888,1979,M,IT,Siena,Florence
Vittorio Meoni,1849,1936,M,IT,Colle di Val d'Elsa,Appiano Gentile
Corrado Michelozzi,1883,1965,M,IT,Livorno,Livorno
Edgardo Rossaro,1882,1972,M,IT,Vercelli,Rapallo
Giovanni Secchi,1876,1950,M,IT,Bologna,Boario Terme
Emma Bonazzi,1881,1959,F,IT,Bologna,Bologna
Arnaldo Gentili,1890,1983,M,IT,Bologna,Bologna
Ubaldo Oppi,1889,1942,M,IT,Bologna,Vicenza
Roberto Melli,1885,1958,M,IT,Ferrara,Rome
Luis Bea Pelayo,1878,1962,M,ES,Madrid,Madrid
Manuel Luque,1854,1912,M,ES,Almería,Autun
Fernando Viscaí Albert,1879,1936,M,ES,Valencia,Madrid
Maria Clotilde Sorolla,1889,1956,F,ES,Madrid,Madrid
Martin Fernanadez Nestor,1887,1938,M,ES,Las Palmas,Las Palmas
Mariano Félez,1883,1940,M,ES,Zaragoza,Zaragoza
Leandro Oroz Lacalle,1883,1933,M,ES,Bayonne,Madrid
José Nogué Massó,1880,1973,M,ES,Santa Coloma de Queralt,Huelva
Manuel del Palacio y Freire Duarte,1872,1920,M,ES,Madrid,Villaviciosa de Odón
Exoristo Salmerón,1877,1925,M,ES,Paris,Madrid
Roberto Domingo Fallola,1883,1956,M,ES,Paris,Madrid
Anselmo Miguel Nieto,1881,1964,M,ES,Valladolid,Madrid
José Ribera Blázquez,1875,1940,M,ES,Albacete,Madrid
Félix Lacárcel Aparici,1883,1975,M,ES,Valencia,Seville
José Parada Santín,1857,1923,M,ES,Madrid,Madrid
Pablo Antonio Béjar Novella,1869,1921,M,ES,Barcelona,London
Jaime Morera y Galicia,1854,1927,M,ES,Lérida,Madrid
Alvaro Alcalá Galiano,1873,1936,M,ES,Bilbao,Paracuellos de Jarama
Juan José Gárate,1870,1939,M,ES,Albalate del Arzobispo,Madrid
Ascensio Martiarena Lascurain,1883,1966,M,ES,San Sebastián,San Sebastián
Luisa Botet Mundi,1884,1942,F,ES,Cassá de la Selva,Valencia
Eugenio Oliva Rodrigo,1857,1925,M,ES,Palencia,Villaconejos
José Jiménez Aranda,1837,1903,M,ES,Seville,Seville
Félix Borrell Vidal,1858,1926,M,ES,Madrid,Madrid
Genís Capdevila Puig,1860,1932,M,ES,Barcelona,Barcelona
Ricard Urgell,1873,1924,M,ES,Barcelona,Barcelona
Joan Llimona Bruguera,1860,1926,M,ES,Barcelona,Barcelona
Baldomer Gili Roig,1873,1926,M,ES,Lérida,Barcelona
Bonaventura Puig Perucho,1886,1977,M,ES,Barcelona,Barcelona
Enrique Monserdá  y Vidal,1850,1926,M,ES,Barcelona,Barcelona
Javier Cortés Echanove,1890,1991,M,ES,Burgos,Madrid
José Gutiérrez Solana,1886,1945,M,ES,Madrid,Madrid
Jesús Corredoyra de Castro,1889,1939,M,ES,Lugo,Santiago de Compostela
Bernardo Villamil Marraci,1851,1936,M,ES,Havana,Madrid
Vicente Gómez Novella,1871,1956,M,ES,Valencia,Valencia
Andrés Parladé,1859,1933,M,ES,Málaga,Seville
Felipe Bello Piñeiro,1886,1952,M,ES,El Ferrol,El Ferrol
Adelardo Covarsí Yustas,1885,1951,M,ES,Badajoz,Badajoz
Guillermo Gómez Gil,1862,1942,M,ES,Málaga,Cádiz
Julio del Val y Colomé,1878,1963,M,ES,Burgos,Madrid
Adolfo Lozano Sidro,1872,1935,M,ES,Priego de Córdoba,Priego de Córdoba
Dionisio Baixeras y Verdaguer,1862,1943,M,ES,Barcelona,Barcelona
Francesc Galofre Oller,1865,1942,M,ES,Valls,Barcelona
Tomás Gutiérrez Larraya,1886,1944,M,ES,Santander,Barcelona
Ismael Smith i Mari,1886,1972,M,ES,Barcelona,White Plains
Antonius Cornelis Augustinus Kerssemakers,1846,1924,M,NL,"Gestel, Netherlands",Eindhoven
Jan Kruysen,1874,1938,M,NL,Liempde,Eindhoven
Dirk Johannes Willebeek le Mair,1866,1917,M,NL,Rotterdam,Amsterdam
Dirk Berend Nanninga,1868,1954,M,NL,Arnhem,Amsterdam
Cristophe Karel Henri de Nerée tot Babberich,1880,1909,M,NL,Zevenaar,Todtmoos
Gino Romiti,1881,1967,M,IT,Livorno,Livorno
Giovanni Prini,1877,1958,M,IT,Genoa,Rome
Carla Celesia di Vegliasco,1868,1939,F,IT,Florence,Collesalvetti
Emilio Mantelli,1884,1917,M,IT,Genoa,Verona
Guido Somelli,1881,1940,M,IT,Florence,Florence
Johannes Nicolaas,1885,1943,M,NL,Amsterdam,Eindhoven
Hans Nieser,1885,1943,M,NL,"Hague, The",s Hertogenbosch
Pieter  Johannes Niesten,1842,1918,M,NL,Leyden,Leyden
Jacob Martinus Nijman,1876,1930,M,NL,Amsterdam,Bloemendaal
Bart Peizel,1887,1974,M,NL,Veendam,Amsterdam
Johan Polet,1894,1971,M,NL,Amsterdam,Amsterdam
Adrianus Remiëns,1890,1972,M,NL,Amsterdam,Amsterdam
Eugenius Rensburg,1872,1956,M,NL,"Hague, The","Hague, The"
Henri Ernest Rioux,1877,1944,M,FR,Bois-Colombes,Paris
Dirk Roggeveen,1872,1955,M,NL,Anna Paulowna,Amsterdam
Vladimir Baranoff-Rossiné,1888,1944,M,UA,Kherson,Auschwitz
Leendert Scheltema,1876,1966,M,NL,Ameland,Wateringen
Vittorio Schiavon,1861,1918,M,IT,Trieste,Amsterdam
Ida Schrijver-Ijzerman,1879,1942,F,NL,Bogor,Amsterdam
Albert George Steelink,1844,1920,M,NL,Amsterdam,Amsterdam
Johannes Theuns,1877,1961,F,NL,Princenhage,Breda
André Utter,1886,1948,M,FR,Paris,Paris
Willem Abraham Wassenaar,1873,1956,M,NL,Katwijk aan Zee,Amsterdam
Agathe Wegerif-Gravestein,1867,1944,F,NL,Flushing,Laren (Noord-Holland)
Adrianus Johannes Jacobus de Winter,1882,1951,M,NL,Utrecht,Den Helder
Jenny Van Wijk,1879,1938,F,NL,"Hague, The","Hague, The"
Ossip Zadkine,1890,1967,M,FR,Smolensk,Neuilly-sur-Seine
Geertrudus de Zoete,1879,1967,M,NL,"Hague, The",Harderwijk
Jules-Marie Canneel,1881,1953,M,BE,Brussels,Brussels
Eugène-Théodore-Emile Canneel,1882,1966,M,BE,Brussels,Schaerbeek
Alex Denonne,1879,1953,M,BE,Sint-Joost-ten-Node,Saint-Gilles
Hubert Glansdorff,1877,1963,M,BE,Brussels,Knokke
Eugène Mahaux,1874,1946,M,BE,Brussels,Brussels
Carlo Ferrari,1861,1951,M,IT,Bergamo,Bergamo
Silvio Galimberti,1878,1956,M,IT,Rome,Rome
Damaso Bianchi,1861,1935,M,IT,Bari,Bari
Giovanni Sacchetto,1867,1921,M,IT,Padua,Peraga (Vigonza)
Roberto Bompiani,1821,1908,M,IT,Rome,Rome
Ezechiele Acerbi,1850,1920,M,IT,Pavia,Pavia
Giuseppe Duodo,1877,1955,M,IT,Venice,Venice
Cesare Agostino Detti,1847,1914,M,IT,Spoleto,Paris
Francesco Vismara,1857,1941,M,IT,Milan,Cusano Milanino
Lazzaro Luxardo,1865,1949,M,IT,Voltri,Voltri
Domenico Miserocchi,1862,1917,M,IT,Ravenna,Imola
Giovanni Bevilacqua,1871,1968,M,IT,Isola della Scala,Genoa
Alphons Hollaender,1845,1923,M,DE,Ratibor,Florence
Enrico Vizzotto,1880,1976,M,IT,Oderzo,Padua
Emilia Ferrettini Rossotti,1866,1951,F,IT,Turin,Turin
